1,Tissue,Repository,Voucher Number,NumberSpecimens,Genus/highertaxon,species,,,,modifier,Old_ID,seq'd?,Tissue used up in extraction?,Loc_label,Locality,Locality2,Notes,Tissue,lat,long,depth,depth2,date,collector,preservative,sample number,Collection method
1088,MOLAF_1131,NMV,,,Psolidium,whittakeri,,,,,,not_seq,,,off Queen Mary Land,BTC11  (661.8m),Australian Antarctic Division,,,,,,,,,,
1089,MOLAF_1132,NMV,,,Psolidium,whittakeri,,,,,,not_seq,,,off Queen Mary Land,BTC14  (561.5m),Australian Antarctic Division,,,,,,,,,,
1090,MOLAF_1133,NMV,,,Psolidium,whittakeri,,,,,,not_seq,,,off Queen Mary Land,BTC14  (561.5m),Australian Antarctic Division,,,,,,,,,,
1091,MOLAF_1134,NMV,,,Psolidium,whittakeri,,,,,,not_seq,,,off Queen Mary Land,BTC14  (561.5m),Australian Antarctic Division,,,,,,,,,,
1092,MOLAF_1135,NMV,,,Psolidium,whittakeri,,,,,,not_seq,,,off Queen Mary Land,BTC17 (758.2m),Australian Antarctic Division,,,,,,,,,,
1093,MOLAF_1136,NMV,,,Psolidium,whittakeri,,,,,,not_seq,,,off Queen Mary Land,BTC22  (698.9m),Australian Antarctic Division,,,,,,,,,,
1094,MOLAF_1137,NMV,,,Psolidium,whittakeri,,,,,,not_seq,,,off Queen Mary Land,BTC22  (698.9m),Australian Antarctic Division,,,,,,,,,,
1095,MOLAF_1138,NMV,,,Psolidium,whittakeri,,,,,,not_seq,,,off Queen Mary Land,BTC25  (522.4m),Australian Antarctic Division,,,,,,,,,,
1096,MOLAF_1139,NMV,,,Psolidium,whittakeri,,,,,,not_seq,,,off Queen Mary Land,BTC25  (522.4m),Australian Antarctic Division,,,,,,,,,,
1097,MOLAF_1140,NMV,,,Psolidium,whittakeri,,,,,,not_seq,,,off Queen Mary Land,BTC25  (522.4m),Australian Antarctic Division,,,,,,,,,,
1098,MOLAF_1141,NMV,,,Psolidium,whittakeri,,,,,,not_seq,,,off Queen Mary Land,BTC25  (522.4m),Australian Antarctic Division,,,,,,,,,,
1099,MOLAF_1142,NMV,,,Psolus,dubiosus,,,,,,not_seq,,,off Queen Mary Land,BTC25  (522.4m),Australian Antarctic Division,,,,,,,,,,
1100,MOLAF_1143,NMV,,,Psolus,dubiosus,,,,,,not_seq,,,off Queen Mary Land,BTC15  (778.9m),Australian Antarctic Division,,,,,,,,,,
1101,MOLAF_1144,NMV,,,Psolidium,whittakeri,,,,,,not_seq,,,off Queen Mary Land,BTC30  (526.8m),Australian Antarctic Division,,,,,,,,,,
1102,MOLAF_1145,NMV,,,Psolidium,whittakeri,,,,,,not_seq,,,off Queen Mary Land,BTC30  (526.8m),Australian Antarctic Division,,,,,,,,,,
1103,MOLAF_1146,NMV,,,Psolidium,whittakeri,,,,,,not_seq,,,off Queen Mary Land,BTC30  (526.8m),Australian Antarctic Division,,,,,,,,,,
1104,MOLAF_1147,NMV,,,Psolus,dubiosus,,,,,,not_seq,,,off Queen Mary Land,BTC17 (758.2m),Australian Antarctic Division,,,,,,,,,,
1105,MOLAF_1148,NMV,,,Psolus,dubiosus,,,,,,not_seq,,,off Queen Mary Land,BTC24  (727.6m),Australian Antarctic Division,,,,,,,,,,
1106,MOLAF_1149,NMV,,,Psolus,dubiosus,,,,,,not_seq,,,off Queen Mary Land,BTC24  (727.6m),Australian Antarctic Division,,,,,,,,,,
1107,MOLAF_1150,NMV,,,Psolus,dubiosus,,,,,,not_seq,,,off Queen Mary Land,BTC24  (727.6m),Australian Antarctic Division,,,,,,,,,,
1108,MOLAF_1151,NMV,,,Psolus,dubiosus,,,,,,not_seq,,,off Queen Mary Land,BTC25  (522.4m),Australian Antarctic Division,,,,,,,,,,
1109,MOLAF_1152,NMV,,,Psolus,dubiosus,,,,,,not_seq,,,off Queen Mary Land,BTC30  (526.8m),Australian Antarctic Division,,,,,,,,,,
1110,MOLAF_1153,NMV,,,Psolus,punctatus,,,,,,not_seq,,,off Queen Mary Land,BTC30  (526.8m),Australian Antarctic Division,,,,,,,,,,
1111,MOLAF_1154,NMV,,,Psolus,n_sp,,,,,,not_seq,,,off Queen Mary Land,BTC20  (442.4m),Australian Antarctic Division,,,,,,,,,,
1112,MOLAF_1155,NMV,,,Psolus,n_sp,,,,,,not_seq,,,off Queen Mary Land,BTC20  (442.4m),Australian Antarctic Division,,,,,,,,,,
1113,MOLAF_1156,NMV,,,Psolus,n_sp,,,,,,not_seq,,,off Queen Mary Land,BTC20  (442.4m),Australian Antarctic Division,,,,,,,,,,
1114,MOLAF_1157,NMV,,,Psolus,n_sp,,,,,,not_seq,,,off Queen Mary Land,BTC20  (442.4m),Australian Antarctic Division,,,,,,,,,,
1115,MOLAF_1158,NMV,,,Psolus,n_sp,,,,,,not_seq,,,off Queen Mary Land,BTC30  (526.8m),Australian Antarctic Division,,,,,,,,,,
1116,MOLAF_1159,NMV,,,Psolus,n_sp,,,,,,not_seq,,,off Queen Mary Land,BTC30  (526.8m),Australian Antarctic Division,,,,,,,,,,
1117,MOLAF_1160,NMV,,,Psolus,n_sp,,,,,,not_seq,,,off Queen Mary Land,BTC30  (526.8m),Australian Antarctic Division,,,,,,,,,,
1118,MOLAF_1161,NMV,F169340 (1),,Neoamphicyclus,materiae,,,,,,yes,,Victoria,Gabo Island,,,,,,,,19-Jan-07,,,,
1119,MOLAF_1162,NMV,F169341 (4),,Psolidiella,nigra,,,,,,yes,,Victoria,Gabo Island,,,,,,,,19-Jan-07,,,,
1120,MOLAF_1163,NMV,F169341 (4),,Psolidiella,nigra,,,,,,not_seq,,Victoria,Gabo Island,,,,,,,,19-Jan-07,,,,
1121,MOLAF_1164,NMV,F169341 (4),,Psolidiella,nigra,,,,,,not_seq,,Victoria,Gabo Island,,,,,,,,19-Jan-07,,,,
1122,MOLAF_1165,NMV,F169341 (4),,Psolidiella,nigra,,,,,,not_seq,,Victoria,Gabo Island,,,,,,,,19-Jan-07,,,,
1123,MOLAF_1166,NMV,F169345 (1),,Cucuvitrum,rowei,,,,,,yes,,Victoria,Mallacoota,,,,,,,,18-Jan-07,,,,
1124,MOLAF_1167,NMV,F173248 (1),,Leptosynapta,dolabrifera,,,,,,not_seq,,Victoria,Mallacoota,,,,,,,,18-Jan-07,,,,
1125,MOLAF_1168,NMV,F173251 (1),,Neocnus,bimarsupiis ,,,,,,not_seq,,Victoria,Warrnambool,,,,,,,,23-Feb-07,,,,
1126,MOLAF_1169,NMV,F173253 (24),,Rowedota,epiphyka,,,,,,not_seq,,Victoria,Warrnambool,,,,,,,,23-Feb-07,,,,
1127,MOLAF_1170,NMV,F173253 (24),,Rowedota,epiphyka,,,,,,not_seq,,Victoria,Warrnambool,,,,,,,,23-Feb-07,,,,
1128,MOLAF_1171,NMV,F173253 (24),,Rowedota,epiphyka,,,,,,yes,,Victoria,Warrnambool,,,,,,,,23-Feb-07,,,,
1129,MOLAF_1172,NMV,F173253 (24),,Rowedota,epiphyka,,,,,,not_seq,,Victoria,Warrnambool,,,,,,,,23-Feb-07,,,,
1130,MOLAF_1173,NMV,F173253 (24),,Rowedota,epiphyka,,,,,,not_seq,,Victoria,Warrnambool,,,,,,,,23-Feb-07,,,,
1131,MOLAF_1174,NMV,F173253 (24),,Rowedota,epiphyka,,,,,,not_seq,,Victoria,Warrnambool,,,,,,,,23-Feb-07,,,,
1132,MOLAF_1175,NMV,F173252 (1),,Plesiocolochirus,ignava,,,,,,yes,,Victoria,Warrnambool,,,,,,,,22-Feb-07,,,,
1133,MOLAF_1176,NMV,F173254 (2),,Squamocnus,aureoruber,,,,,,yes,,Victoria,Warrnambool,,,,,,,,22-Feb-07,,,,
1134,MOLAF_1177,NMV,F173255 (2),,Plesiocolochirus,ignava,,,,,,yes,,Victoria,Warrnambool,,,,,,,,24-Feb-07,,,,
1135,MOLAF_1178,NMV,F173255 (2),,Plesiocolochirus,ignava,,,,,,not_seq,,Victoria,Warrnambool,,,,,,,,24-Feb-07,,,,
1136,MOLAF_1179,NMV,F173256 (1),,Trachythyone,candida,,,,,,not_seq,,Victoria,Warrnambool,,,,,,,,22-Feb-07,,,,
1137,MOLAF_1180,NMV,F173257 (5),,Psolidiella,hickmani,,,,,,not_seq,,Victoria,Warrnambool,,,,,,,,24-Feb-07,,,,
1138,MOLAF_1181,NMV,F173257 (5),,Psolidiella,hickmani,,,,,,not_seq,,Victoria,Warrnambool,,,,,,,,24-Feb-07,,,,
1139,MOLAF_1182,NMV,F173257 (5),,Psolidiella,hickmani,,,,,,not_seq,,Victoria,Warrnambool,,,,,,,,24-Feb-07,,,,
1140,MOLAF_1183,NMV,F173257 (5),,Psolidiella,hickmani,,,,,,yes,,Victoria,Warrnambool,,,,,,,,24-Feb-07,,,,
1141,MOLAF_1184,WAM,Z26213 (1),,Synaptula,macra,,,,need_review,,not_seq,,WAustr_Kimberley,Long Reef,45/K10,,,,,,,2010,,,,
1142,MOLAF_1185,WAM,Z26217 (4),,Synaptula,species 2,,,,need_review,,yes,,WAustr_Kimberley,Long Reef,57/K10,,,,,,,2010,,,,
1143,MOLAF_1186,WAM,Z26217 (4),,Synaptula,species 2,,,,need_review,,not_seq,,WAustr_Kimberley,Long Reef,57/K10,,,,,,,2010,,,,
1144,MOLAF_1187,WAM,Z26212 (2),,Synaptula,cf reticulata,,,,need_review,,not_seq,,WAustr_Kimberley,Cassini Island,39/K10,,,,,,,2010,,,,
1145,MOLAF_1188,WAM,Z26212 (2),,Synaptula,cf reticulata,,,,need_review,,yes,,WAustr_Kimberley,Cassini Island,39/K10,,,,,,,2010,,,,
1146,MOLAF_1189,WAM,Z26193 (6),,Synaptula,cf recta,,,,need_review,,not_seq,,WAustr_Kimberley,Cassini Island,28/K10,,,,,,,2010,,,,
1147,MOLAF_1190,WAM,Z26193 (6),,Synaptula,cf recta,,,,need_review,,yes,,WAustr_Kimberley,Cassini Island,28/K10,,,,,,,2010,,,,
1148,MOLAF_1191,WAM,Z26193 (6),,Synaptula,cf recta,,,,need_review,,not_seq,,WAustr_Kimberley,Cassini Island,28/K10,,,,,,,2010,,,,
1149,MOLAF_1192,WAM,Z26214 (1),,Synaptula,cf recta,,,,need_review,,yes,,WAustr_Kimberley,Long Reef,48/K10,,,,,,,2010,,,,
1150,MOLAF_1193,WAM,Z26215 (1),,Synaptula,cf recta,,,,need_review,,yes,,WAustr_Kimberley,Long Reef,57/K10,,,,,,,2010,,,,
1151,MOLAF_1194,WAM,Z26216 (1),,Synaptula,cf recta,,,,need_review,,not_seq,,WAustr_Kimberley,Cassini Island,59/K10,,,,,,,2010,,,,
1152,MOLAF_1195,WAM,Z26225 (2),,Synaptula,cf recta,,,,need_review,,yes,,WAustr_Kimberley,Cassini Island,60/K10,,,,,,,2010,,,,
1153,MOLAF_1196,WAM,Z26229 (3),,Plesiocolochirus,australis,,,,,,yes,,WAustr_Kimberley,Cassini Island,30/K10,,,,,,,2010,,,,
1154,MOLAF_1197,WAM,Z26230 (1),,Plesiocolochirus,australis,,,,,,not_seq,,WAustr_Kimberley,Cassini Island,32/K10,,,,,,,2010,,,,
1155,MOLAF_1198,WAM,Z26231 (1),,Plesiocolochirus,australis,,,,,,not_seq,,WAustr_Kimberley,Cassini Island,32/K10,,,,,,,2010,,,,
1156,MOLAF_1199,WAM,Z26234 (11),,Plesiocolochirus,australis,,,,,,not_seq,,WAustr_Kimberley,Cassini Island,59/K10,,,,,,,2010,,,,
1157,MOLAF_1200,WAM,Z26234 (11),,Plesiocolochirus,australis,,,,,,yes,,WAustr_Kimberley,Cassini Island,59/K10,,,,,,,2010,,,,
1158,MOLAF_1201,WAM,Z26218 (1),,Phyllophoridae,n_sp,,,,~,,yes,,WAustr_Kimberley,Cassini Island,58/K10,,,,,,,2010,,,,
1159,MOLAF_1202,WAM,Z26227 (1),,Phyllophoridae,n_sp,,,,~,,not_seq,,WAustr_Kimberley,Long Reef,47/K10,,,,,,,2010,,,,
1160,MOLAF_1203,WAM,Z26232 (2),,Cucumariidae,n_sp,,,,~,,not_seq,,WAustr_Kimberley,Cassini Island,34/K10,,,,,,,2010,,,,
1161,MOLAF_1204,WAM,ex Z26231 (2),,Cucumariidae,n_sp,,,,~,,not_seq,,WAustr_Kimberley,Cassini Island,32/K10,,,,,,,2010,,,,
1162,MOLAF_1205,NMV,F173272 (1),,Paracaudina,new species,,,,,,not_seq,,,Rye (W. Roberts),,,,,,,,5-Apr-07,,,,
1163,MOLAF_1206,NMV,F173258 (2),,Colochirus,quadrangularis,,,,,,not_seq,,NAustr,Bonaparte Gulf,052BS032,,,,,,,2010,,,,
1164,MOLAF_1207,NMV,F173258 (2),,Colochirus,quadrangularis,,,,,,not_seq,,NAustr,Bonaparte Gulf,052BS032,,,,,,,2010,,,,
1165,MOLAF_1208,NMV,F173259 (2),,Colochirus,quadrangularis,,,,,,not_seq,,NAustr,Bonaparte Gulf,082BS040,,,,,,,2010,,,,
1166,MOLAF_1209,NMV,F173259 (2),,Colochirus,quadrangularis,,,,,,not_seq,,NAustr,Bonaparte Gulf,082BS040,,,,,,,2010,,,,
1167,MOLAF_1210,NMV,F173260 (1),,Colochirus,quadrangularis,,,,,,yes,,NAustr,Bonaparte Gulf,010BS006,,,,,,,2010,,,,
1168,MOLAF_1211,NMV,F173261 (1),,Colochirus,quadrangularis,,,,,,not_seq,,NAustr,Bonaparte Gulf,052BS032,,,,,,,2010,,,,
1169,MOLAF_1212,NMV,F173262 (1),,Cercodemas,anceps,,,,,,not_seq,,NAustr,Bonaparte Gulf,064BS035,,,,,,,2010,,,,
1170,MOLAF_1213,NMV,F173263 (1),,Plesiocolochirus,species,,,,,,not_seq,,NAustr,Bonaparte Gulf,050BS030,,,,,,,2010,,,,
1171,MOLAF_1214,NMV,F173264 (1),,Plesiocolochirus,species,,,,,,not_seq,,NAustr,Bonaparte Gulf,052BS032,,,,,,,2010,,,,
1172,MOLAF_1215,NMV,F173265 (1),,Actinocucumis,typica,,,,,,not_seq,,NAustr,Bonaparte Gulf,082BS040,,,,,,,2010,,,,
1173,MOLAF_1216,NMV,F173266 (1),,Cucuvitrum,species,,,,,,yes,,NAustr,Bonaparte Gulf,010BS006,,,,,,,2010,,,,
1174,MOLAF_1217,NMV,F173267 (1),,Thyone,pedata,,,,,,yes,,NAustr,Bonaparte Gulf,010BS006,,,,,,,2010,,,,
1175,MOLAF_1218,NMV,F173268 (1),,Molpadia,scabrum,,,,,,yes,,NAustr,Bonaparte Gulf,004BS001,,,,,,,2010,,,,
1176,MOLAF_1219,NMV,F173269 (1),,Molpadia,scabrum,,,,,,not_seq,,NAustr,Bonaparte Gulf,038GR076,,,,,,,2010,,,,
1177,MOLAF_1220,NMV,F173270 (1),,Stichopus,hermanni,,,,,,not_seq,,NAustr,Bonaparte Gulf,052BS032,,,,,,,2010,,,,
1178,MOLAF_1221,NMV,F173271 (1),,Stolus,papillatus,,,,,,not_seq,,NAustr,Bonaparte Gulf,074GR144,,,,,,,2010,,,,
1179,MOLAF_1222,NMV,F173273 (3),,Colochirus,species,,,,,,not_seq,,NAustr,Bonaparte Gulf,051BS031,,,,,,,2010,,,,
1180,MOLAF_1223,NMV,F173273 (3),,Colochirus,species,,,,,,not_seq,,NAustr,Bonaparte Gulf,051BS031,,,,,,,2010,,,,
1181,MOLAF_1224,NMV,F173273 (3),,Colochirus,species,,,,,,not_seq,,NAustr,Bonaparte Gulf,051BS031,,,,,,,2010,,,,
1182,MOLAF_1225,NMV,F173274 (1),,Phyllophorus,brocki,,,,,,yes,,NAustr,Bonaparte Gulf,052BS032,,,,,,,2010,,,,
1183,MOLAF_1226,NMV,F173275 (2),,Thyone,species,,,,,,not_seq,,NAustr,Bonaparte Gulf,020BS017,,,,,,,2010,,,,
1184,MOLAF_1227,NMV,F173275 (2),,Thyone,species,,,,,,not_seq,,NAustr,Bonaparte Gulf,020BS017,,,,,,,2010,,,,
1185,MOLAF_1228,NMV,F174886 (1),,Stolus,buccalis,,,,,,not_seq,,NAustr,Bonaparte Gulf,006BS003,,,,,,,2010,,,,
1186,MOLAF_1229,NMV,F174887 (1),,Staurothyone,distincta,,,,,,not_seq,,NAustr,Bonaparte Gulf,052BS032,,,,,,,2010,,,,
1187,MOLAF_1230,NMV,F174888 (2),,Phyllophorus,cebuensis,,,,,,extracted,,NAustr,Bonaparte Gulf,007BS004,,,,,,,2010,,,,
1188,MOLAF_1231,NMV,F174888 (2),,Phyllophorus,cebuensis,,,,,,not_seq,,NAustr,Bonaparte Gulf,007BS004,,,,,,,2010,,,,
1189,MOLAF_1232,NMV,F174889 (1),,Phyllophoridae,species,,,,,,yes,,NAustr,Bonaparte Gulf,013BS010,,,,,,,2010,,,,
1190,MOLAF_1233,NMV,F174892 (1),,Mensamaria,intercedens,,,,,,yes,,NAustr,Bonaparte Gulf,052BS032,,,,,,,2010,,,,
1191,MOLG_001,,MNA 2194,,Bathyplotes,gourdoni,,,,,,seq_failed,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1192,MOLG_002,,MNA 2194,,Bathyplotes,gourdoni,,,,,,COI,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1193,MOLG_003,,MNA 2429,,Bathyplotes,bongraini,,,,,,seq_failed,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1194,MOLG_004,,MNA 2102,,Bathyplotes,bongraini,,,,,,COI,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1195,MOLG_005,,MNA 2094,,Bathyplotes,bongraini,,,,,,COI,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1196,MOLG_006,,MNA 2336,,Bathyplotes,bongraini,,,,,,COI,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1197,MOLG_007,,MNA 2395,,Bathyplotes,moseleyi,,,,cf,,seq_failed,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1198,MOLG_008,,MNA 2091,,Bathyplotes,moseleyi,,,,cf,,COI,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1199,MOLG_009,,MNA 2090,,Bathyplotes,moseleyi,,,,cf,,seq_failed,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1200,MOLG_010,,MNA 2141,,Bathyplotes,moseleyi,,,,cf,,seq_failed,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1201,MOLG_011,,MNA 2136,,Bathyplotes,moseleyi,,,,cf,,COI,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1202,MOLG_012,,MNA 2145,,Psolidium,tenue,,,,,,COI,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1203,MOLG_013,,MNA 2145,,Psolidium,tenue,,,,,,COI,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1204,MOLG_014,,MNA 2145,,Psolidium,tenue,,,,,,seq_failed,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1205,MOLG_015,,MNA 2144,,Psolidium,emilyae,,,,,,seq_failed,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1206,MOLG_016,,MNA 2146,,Psolidium,pawsoni,,,,,,seq_failed,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1207,MOLG_017,,MNA 2146,,Psolidium,pawsoni,,,,,,seq_failed,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1208,MOLG_018,,MNA 2307,,Psolidium,pawsoni,,,,,,COI,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1209,MOLG_019,,MNA 2307,,Psolidium,pawsoni,,,,,,COI,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1210,MOLG_020,,MNA 2307,,Psolidium,pawsoni,,,,,,COI,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1211,MOLG_021,,MNA 2308,,Psolidium,whittakeri,,,,,,COI,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1212,MOLG_022,,MNA 2308,,Psolidium,whittakeri,,,,,,COI,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1213,MOLG_023,,MNA 2308,,Psolidium,whittakeri,,,,,,COI,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1214,MOLG_024,,MNA 2308,,Psolidium,whittakeri,,,,,,COI,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1215,MOLG_025,,MNA 2419,,Psolus,punctatus,,,,,,seq_failed,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1216,MOLG_026,,MNA 2353,,Psolus,punctatus,,,,,,seq_failed,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1217,MOLG_027,,MNA 2186,,Psolus,dubiosus,,,,,,seq_failed,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1218,MOLG_028,,MNA 2185,,Psolus,dubiosus,,,,,,COI,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1219,MOLG_029,,MNA 2425,,Psolus,dubiosus,,,,,,COI,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1220,MOLG_030,,MNA 2152,,Psolus,dubiosus,,,,,,seq_failed,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1221,MOLG_031,,MNA 2162,,Psolus,arnaudi,,,,,,COI,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1222,MOLG_032,,MNA 2180,,Psolus,arnaudi,,,,,,seq_failed,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1223,MOLG_033,,MNA 2167,,Psolus,arnaudi,,,,,,seq_failed,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1224,MOLG_034,,MNA 2172,,Psolus,arnaudi,,,,,,seq_failed,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1225,MOLG_035,,MNA 2191,,Psolus,cherbonnieri,,,,,,COI,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1226,MOLG_036,,MNA 2189,,Psolus,cherbonnieri,,,,,,COI,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1227,MOLG_037,,MNA 2188,,Psolus,cherbonnieri,,,,,,COI,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1228,MOLG_038,,MNA 2190,,Psolus,cherbonnieri,,,,,,seq_failed,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1229,MOLG_039,,MNA 2200,,Trachythyone,bouvetensis,,,,,,seq_failed,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1230,MOLG_040,,MNA 2318,,Trachythyone,bouvetensis,,,,,,seq_failed,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1231,MOLG_041,,MNA 2318,,Trachythyone,bouvetensis,,,,,,seq_failed,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1232,MOLG_042,,MNA 2193,,Trachythyone,bouvetensis,,,,,,seq_failed,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1233,MOLG_043,,MNA 2195,,Trachythyone,cynthiae,,,,,,seq_failed,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1234,MOLG_044,,MNA 2199,,Trachythyone,cynthiae,,,,,,seq_failed,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1235,MOLG_045,,MNA 2198,,Trachythyone,cynthiae,,,,,,seq_failed,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1236,MOLG_046,,MNA 2196,,Trachythyone,cynthiae,,,,,,COI,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1237,MOLG_047,,MNA 2397,,Trachythyone,mackenzieae,,,,,,seq_failed,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1238,MOLG_048,,MNA 2197,,Trachythyone,mackenzieae,,,,,,seq_failed,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1239,MOLG_049,,MNA 2197,,Trachythyone,mackenzieae,,,,,,seq_failed,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1240,MOLG_050,,MNA 2197,,Trachythyone,mackenzieae,,,,,,seq_failed,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1241,MOLG_051,,MNA 2385,,Staurocucumis,liouvillei,,,,,,seq_failed,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1242,MOLG_052,,MNA 2025,,Staurocucumis,turqueti,,,,,,seq_failed,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1243,MOLG_053,,MNA 2265,,Staurocucumis,turqueti,,,,,,seq_failed,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1244,MOLG_054,,MNA 2398,,Staurocucumis,turqueti,,,,,,seq_failed,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1245,MOLG_055,,MNA 2022,,Staurocucumis,turqueti,,,,,,COI,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1246,MOLG_056,,MNA 2258,,Psolidiella,mollis,,,,,,COI,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1247,MOLG_057,,MNA 2044,,Psolidiella,mollis,,,,,,COI,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1248,MOLG_058,,MNA 2407,,Psolidiella,mollis,,,,,,COI,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1249,MOLG_059,,MNA 2257,,Psolidiella,mollis,,,,,,COI,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1250,MOLG_060,,MNA 2317,,Psolicrux,iuvenilesi,,,,,,seq_failed,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1251,MOLG_061,,MNA 2289,,Psolicrux,iuvenilesi,,,,,,seq_failed,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1252,MOLG_062,,MNA 2386,,Psolicrux,iuvenilesi,,,,,,COI,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1253,MOLG_063,,MNA 2355,,Psolicrux,coatsi,,,,,,COI,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1254,MOLG_064,,MNA 2405,,Psolicrux,coatsi,,,,,,COI,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1255,MOLG_065,,MNA 2199,,Psolicrux,coatsi,,,,,,seq_failed,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1256,MOLG_066,,MNA 2283,,Psolicrux,coatsi,,,,,,seq_failed,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1257,MOLG_067,,MNA 2202,,Paracucumis,turricata,,,,,,seq_failed,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1258,MOLG_068,,MNA 2202,,Paracucumis,turricata,,,,,,seq_failed,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1259,MOLG_069,,MNA 2201,,Paracucumis,turricata,,,,,,seq_failed,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1260,MOLG_070,,MNA 2201,,Paracucumis,turricata,,,,,,seq_failed,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1261,MOLG_071,,MNA 2356,,Peniagone,incerta,,,,,,seq_failed,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1262,MOLG_072,,MNA 2356,,Peniagone,incerta,,,,,,poor COI,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1263,MOLG_073,,MNA 2135,,Peniagone,vignoni,,,,,,COI,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1264,MOLG_074,,MNA 2137,,Peniagone,vignoni,,,,,,COI,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1265,MOLG_075,,MNA 2324,,Peniagone,vignoni,,,,,,COI,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1266,MOLG_076,,MNA 2140,,Peniagone,vignoni,,,,,,seq_failed,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1267,MOLG_077,,MNA 2099,,Pannychia,schiaparellii,,,,,moseleyi,COI,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
1268,MOLG_078,,MNA 2326,,Pannychia,schiaparellii,,,,,moseleyi,COI,,Ross,Antarctic,Ross Sea,,,,,,,,,,,
